accuracy,balanced_accuracy,precision,recall,specificity,f1,mcc,roc_auc,pr_auc,brier,fnr,fpr,tp,tn,fp,fn,model,train_seconds,inference_ms_per_sample,features_used,family
0.9451895043731778,0.9451833658368081,0.9547079856972587,0.9346557759626605,0.9557109557109557,0.9445754716981132,0.8905738642724084,0.9835252262323442,0.982918939547885,0.04222111649966352,0.06534422403733955,0.04428904428904429,801,820,38,56,LogisticRegression,0.055983699989155866,0.0,87,baseline
0.9405247813411078,0.9405281610649172,0.9354094579008074,0.9463243873978997,0.9347319347319347,0.9408352668213457,0.8811102468556655,0.9520437749725965,0.9315570678743821,0.05385827664399093,0.05367561260210035,0.06526806526806526,811,802,56,46,DecisionTree,0.10245410000788979,0.0,87,baseline
0.9714285714285714,0.9714289017089484,0.9708624708624709,0.9719953325554259,0.9708624708624709,0.9714285714285714,0.9428578034178967,0.9950571598762964,0.9950815700094191,0.0288524416909621,0.028004667444574097,0.029137529137529136,833,833,25,24,RandomForest,0.9353395000071032,0.0,87,baseline
0.967930029154519,0.9679283182783767,0.9706572769953051,0.9649941656942824,0.9708624708624709,0.967817437097718,0.935875728307826,0.9940725357878217,0.9944836886959625,0.029940889212827986,0.03500583430571762,0.029137529137529136,827,833,25,30,ExtraTrees,0.47713820000353735,0.0,87,baseline
0.9626822157434403,0.9626808430775758,0.9648300117233294,0.9603267211201867,0.965034965034965,0.9625730994152046,0.9253742711274443,0.9913002205884351,0.9900665838477511,0.02875975838285411,0.039673278879813305,0.03496503496503497,823,828,30,34,SVM-RBF,3.508096999998088,0.0,87,baseline
0.9533527696793003,0.9533527538194984,0.9533255542590432,0.9533255542590432,0.9533799533799534,0.9533255542590432,0.9067055076389966,0.9881858709163259,0.9859739971348723,0.03537349145424341,0.046674445740956826,0.046620046620046623,817,818,40,40,RACE-Phish,7.304551699999138,0.0,87,proposed
0.9451895043731778,0.9451915257049446,0.9420625724217845,0.9486581096849475,0.9417249417249417,0.9453488372093023,0.8904012154864291,0.9771680089649751,0.9760811337747572,0.043362766774249675,0.051341890315052506,0.05827505827505827,813,808,50,44,RACE-Phish-Adaptive,7.304551699999138,0.0,adaptive,proposed
