view,epoch,train_loss,val_loss
domain,1,0.5192165979049437,0.512409030040432
domain,2,0.47302760519474146,0.467093346579231
domain,3,0.4626086273490863,0.45788584803535787
domain,4,0.4571069005785051,0.45307332345197737
domain,5,0.4529940775794664,0.44988538211428863
domain,6,0.4497062414277465,0.44746360725575757
domain,7,0.4471160097079222,0.44557009414885806
domain,8,0.44481146457654436,0.4436749418331786
domain,9,0.44267060878165226,0.4420607076977874
domain,10,0.4405489824725168,0.4403794998195732
domain,11,0.4386389062373323,0.4389208298202478
domain,12,0.4369019827187394,0.437446218483634
domain,13,0.43525179428804667,0.43638401562986767
domain,14,0.4337324861343767,0.4354022446640281
domain,15,0.4322106442335376,0.4345092621527562
domain,16,0.43084867233310287,0.4336922983413906
domain,17,0.42957731048241776,0.43289138167860913
domain,18,0.4284632531645343,0.43242374588445637
domain,19,0.4274661157937014,0.43182142664518663
domain,20,0.42648668223299757,0.43138620238609804
domain,21,0.42558061699406896,0.4309039822531178
domain,22,0.4247319128534961,0.43038358308939884
domain,23,0.42384656475846094,0.42983715605681966
domain,24,0.4230899005754858,0.4294444803996748
domain,25,0.4223278862079019,0.4289243458286424
domain,26,0.42170636403453193,0.4285022547888937
domain,27,0.42111134069289624,0.42798483912809215
domain,28,0.4205555643225779,0.42770013320515493
domain,29,0.42002367861576934,0.4273343861124331
domain,30,0.41950877481893734,0.4271805888970347
domain,31,0.41903086200163725,0.4272435147062677
domain,32,0.4185495476497143,0.4271404024772744
domain,33,0.41807445561139583,0.427209103289505
domain,34,0.4176145116644585,0.4270733312772911
domain,35,0.4171575553581459,0.426925589554348
domain,36,0.4167276917895673,0.4268940586543868
domain,37,0.41626331517089565,0.42682568484404515
domain,38,0.4158523523191851,0.42684314829376496
domain,39,0.41540609327819183,0.42664112408019744
domain,40,0.4149749701954186,0.42649667910243316
domain,41,0.4145821090340508,0.42629309424049666
domain,42,0.4142263310476856,0.4263673769700368
domain,43,0.41393658425464,0.4262520464096367
domain,44,0.41367476682197785,0.4262110142668001
domain,45,0.4133761557634441,0.42607192809012223
domain,46,0.4130399858162985,0.4258596047194202
domain,47,0.4127833687875011,0.42576420632386053
domain,48,0.41244803954872694,0.4256459138089017
domain,49,0.4121766399782663,0.4255453786315186
domain,50,0.4119232969824283,0.4256357181069043
domain,51,0.4116701127046493,0.42544806847518224
domain,52,0.41141073023482977,0.4254801924950616
domain,53,0.4111989331061758,0.42566221104874946
domain,54,0.4109388878695323,0.42557503907835176
domain,55,0.41067185337811213,0.42557351214271094
domain,56,0.4104386146838492,0.42572342204634817
domain,57,0.410154455027657,0.4256770867231357
domain,58,0.40994784861834765,0.425642897062025
domain,59,0.4097744951535072,0.4255486555299095
domain,60,0.40957159188827325,0.4255510037829631
domain,61,0.40938343273405986,0.42555975228448145
domain,62,0.40917774805277474,0.42549267648003153
domain,63,0.4089533552776069,0.42542899334237133
domain,64,0.40878101961684793,0.42536826233713065
domain,65,0.4085880799997924,0.42534638008564096
domain,66,0.40840462480632583,0.42534950487079926
domain,67,0.408211009455274,0.4253001628893194
domain,68,0.4080752625756671,0.42529377259482276
domain,69,0.40792717639376475,0.4253773837668678
domain,70,0.4077905474895575,0.4252950606352212
domain,71,0.40769462039608334,0.425512100705463
domain,72,0.4075362221594606,0.42551993924647696
domain,73,0.4074053050832961,0.4255542873516232
domain,74,0.4072888434435237,0.42567010100309166
domain,75,0.407173837096064,0.42550941039859824
domain,76,0.407076343700261,0.42567822646783576
domain,77,0.4069408027192453,0.42560550427390803
domain,78,0.4068586615053812,0.4258560545701726
domain,79,0.40673209349680517,0.4256786312854692
domain,80,0.4066067607186444,0.4258430693363227
domain,81,0.40652593645679214,0.42589589379749143
domain,82,0.4064699743079611,0.4260395655978217
domain,83,0.4063104353320292,0.4260382202597177
domain,84,0.40619454506763397,0.42611720423809807
domain,85,0.4060550600656365,0.42613748753205144
domain,86,0.40590113339806744,0.4262672622100425
domain,87,0.4057920800362435,0.4265150955860405
domain,88,0.40567220284164396,0.42660959279427835
domain,89,0.40557604215937093,0.42668063829494524
domain,90,0.40547532619578747,0.4267356977398742
domain,91,0.40536862913585087,0.42681713684910455
domain,92,0.4052820311783019,0.4268827965511948
domain,93,0.4051655112821225,0.42679272378819894
domain,94,0.4051030777565771,0.42694098238828704
domain,95,0.4050069093756644,0.4269368298197715
domain,96,0.4048745024873877,0.42691724729013186
domain,97,0.40475192418863204,0.42693450474759753
domain,98,0.4045937966345484,0.4269462620595533
domain,99,0.4044875134696673,0.4272309555689876
domain,100,0.40435546699286606,0.4273768427107495
path,1,0.5098080435719057,0.5125764333500406
path,2,0.4594258878987969,0.46728079651482873
path,3,0.43802791706777156,0.4461332220226662
path,4,0.4247083102451677,0.4329957768963516
path,5,0.4156073139174764,0.42450831390901483
path,6,0.40892430495560794,0.4186069947535605
path,7,0.40364072886159824,0.41425688066700705
path,8,0.39903022015572764,0.41075452897886855
path,9,0.39498843754512997,0.40797073159613095
path,10,0.3911152570136352,0.40572489743568946
path,11,0.3875034039103616,0.40360000846863875
path,12,0.3842040991324732,0.401685498815763
path,13,0.3811468547403366,0.4000430845897465
path,14,0.37838388656963046,0.3987000940211291
path,15,0.37586301966857194,0.3973699043542066
path,16,0.3735831487167924,0.39630914603992495
path,17,0.37161913858859175,0.3950666622341676
path,18,0.3698098966119301,0.3938327471648691
path,19,0.3681219482105274,0.39263809725976456
path,20,0.36659925123556497,0.391615132931827
path,21,0.36512674535153017,0.3906280571247429
path,22,0.3638304370076969,0.3898757084059885
path,23,0.3624773270077402,0.38861442810034447
path,24,0.361222528019458,0.38744114518806294
path,25,0.35996132031128264,0.3862443255229917
path,26,0.35888726258788145,0.3853909971844253
path,27,0.3578679616797477,0.3847102511486929
path,28,0.3568336721775935,0.3838010303798342
path,29,0.3559479384446397,0.38319175696555247
path,30,0.3551431901578478,0.38262262149477017
path,31,0.354361877716177,0.3821024058992814
path,32,0.3536615205890689,0.38174752807099654
path,33,0.3529519061634357,0.3811603216962966
path,34,0.3522974076267145,0.38077205689284077
path,35,0.35154698613050706,0.38024114847490553
path,36,0.3510212076432135,0.3801213934665928
path,37,0.3504044021646298,0.3795566590043159
path,38,0.34992267976529423,0.37942569646459023
path,39,0.3494401950145927,0.37906163072219196
path,40,0.348986575676036,0.37880074690326027
path,41,0.34855837236141407,0.3784397177435965
path,42,0.3481564097304064,0.3783664655029824
path,43,0.34763689288858557,0.3779485713631611
path,44,0.3472495247165123,0.3778353472861585
path,45,0.34678192652045503,0.3773715949762316
path,46,0.3463908795495005,0.377146278150622
path,47,0.345942546719162,0.37676281729358674
path,48,0.3455936586116535,0.37671335187411287
path,49,0.3452067683257481,0.3763029250195297
path,50,0.3448280058876769,0.37617750915391174
path,51,0.34444048131138116,0.3758596264764114
path,52,0.3441223330131742,0.37570885531780623
path,53,0.34359738519358884,0.37548690952725805
path,54,0.34334815953673126,0.3753022506705555
path,55,0.34292780814087587,0.37497221652482426
path,56,0.3426735502317887,0.3749420527616199
path,57,0.34233399747404053,0.374614480132761
path,58,0.34203609368031057,0.3745330540021569
path,59,0.34176476434924846,0.37426103329344007
path,60,0.34135055022000815,0.37412031351163716
path,61,0.3410835545599126,0.37379969960879733
path,62,0.3407220244482673,0.37369633376821276
path,63,0.3404796315387086,0.3735292346230751
path,64,0.34018411066879367,0.3736782585714123
path,65,0.33996716784754955,0.37350664457669885
path,66,0.3397395417562184,0.3734442743111804
path,67,0.33944367854093993,0.3731028675591585
path,68,0.33919388042098864,0.37309468283299013
path,69,0.3390131883863871,0.3728112218983538
path,70,0.33888285627794723,0.37261944951783527
path,71,0.33847977509351784,0.3723244826316343
path,72,0.338435074426154,0.37229911921199893
path,73,0.33811883394420683,0.37212863617034914
path,74,0.33800211614681,0.3721060100636768
path,75,0.337706601845314,0.37202840931785863
path,76,0.3375231882269511,0.3720242458873583
path,77,0.3374423756156943,0.3719058257277513
path,78,0.3372279876098744,0.3717143688994671
path,79,0.336967792243699,0.3717756884892669
path,80,0.3369082329640585,0.37179392863453653
path,81,0.3367005571324348,0.37166061110222154
path,82,0.33639947090254635,0.3714652665623128
path,83,0.33633595075192046,0.3714303543034045
path,84,0.3361961768595129,0.37147512989571146
path,85,0.3359700349365884,0.3713849499062129
path,86,0.33577910199400024,0.3712635162263948
path,87,0.3356034392108748,0.37113335001539166
path,88,0.335512746658518,0.37109478016855746
path,89,0.3352120222651884,0.3708343655571713
path,90,0.3351206343690493,0.37081820043667457
path,91,0.3348436934449437,0.3703571018603536
path,92,0.3346775862629413,0.37015496076973214
path,93,0.33450165431421053,0.36994496074637223
path,94,0.3342324743297718,0.3695736252301975
path,95,0.3341803605186114,0.3695101274269976
path,96,0.3339732738778266,0.36939939823426193
path,97,0.3337405720951691,0.36931888607073954
path,98,0.33361199999238034,0.36920221200851633
path,99,0.3333666942705671,0.36903149980142375
path,100,0.3332400957563568,0.36915796413755686
semantic,1,0.39473428472087213,0.4053076120723083
semantic,2,0.24942180241858944,0.2716167173045031
semantic,3,0.21390595091771308,0.24384565780517328
semantic,4,0.20318809371710408,0.23618954435152736
semantic,5,0.1967780723039488,0.2317462356721864
semantic,6,0.19155055709574276,0.22853505099917898
semantic,7,0.1872306922467377,0.2262639156590547
semantic,8,0.18352752805902686,0.2245343568645565
semantic,9,0.18027376503067324,0.22303346367905347
semantic,10,0.17723785533757042,0.2217417547215524
semantic,11,0.1745256849506915,0.22058663582943713
semantic,12,0.1720457763091152,0.21942378765565507
semantic,13,0.16979897809038877,0.2185732097253907
semantic,14,0.16784393228626399,0.2174636113306615
semantic,15,0.16604369286784149,0.21670077060947573
semantic,16,0.16436665150207516,0.21600508588945522
semantic,17,0.1628584992229499,0.21561405109725543
semantic,18,0.16143654796417353,0.21521770805947477
semantic,19,0.16009106712582413,0.21482604702231012
semantic,20,0.1588556908222822,0.21435337819820938
semantic,21,0.15759624601742908,0.21401822527594988
semantic,22,0.15645278708749472,0.21373372941522678
semantic,23,0.15536985038676046,0.21335104530990417
semantic,24,0.15429749514785687,0.21322185558873835
semantic,25,0.15335239487630822,0.21304332595682451
semantic,26,0.15236766126909604,0.21281853491556516
semantic,27,0.15152186127879286,0.2126397850121059
semantic,28,0.1506931716976572,0.2124190885904668
semantic,29,0.14993257702103252,0.21221418722437918
semantic,30,0.14913642781155298,0.21203939373771602
semantic,31,0.14845655680646536,0.21177126659526735
semantic,32,0.1477377547694328,0.21159501661022
semantic,33,0.1470371321026454,0.21133821942919348
semantic,34,0.14641885892074868,0.2112934253960482
semantic,35,0.14578263615790724,0.21141479630772925
semantic,36,0.14524401348700933,0.21136603118021202
semantic,37,0.1446780369999733,0.21146506557724734
semantic,38,0.14417544372009014,0.21138610262026178
semantic,39,0.14365164595422186,0.2115954610571937
semantic,40,0.14319088013346573,0.21142186408886388
semantic,41,0.1426574830313306,0.21160784648055833
semantic,42,0.1422369275589397,0.2118373299435325
semantic,43,0.14172775898349327,0.21199233192112135
semantic,44,0.14135397600378546,0.21208968638646988
semantic,45,0.1409854854721816,0.21237321892940367
semantic,46,0.1406502252654957,0.21262591291847105
semantic,47,0.14021983907870203,0.21284473029000592
semantic,48,0.1399341423450698,0.21289425980281024
semantic,49,0.13957695463334407,0.21292689263657996
semantic,50,0.13915725149917985,0.21335465144367355
semantic,51,0.13892907431567647,0.21346713124052183
semantic,52,0.13852065104269395,0.21356345884834824
semantic,53,0.13818943967740893,0.21407190142381533
semantic,54,0.13788083097451875,0.21414082419682096
semantic,55,0.13747835925480292,0.214742155692194
semantic,56,0.13716169148164106,0.2146130998950579
semantic,57,0.13670438557446474,0.21504043165648049
semantic,58,0.13652134318117798,0.21505547963223218
semantic,59,0.13607004021487637,0.21546244704724088
semantic,60,0.13579493380207946,0.21507892149267394
semantic,61,0.13544565968534714,0.21531779653565902
semantic,62,0.13522562566434781,0.21533104254254218
semantic,63,0.13475512138881238,0.21539122465007315
semantic,64,0.13454950320851825,0.21572955920055253
semantic,65,0.134210988827843,0.21588651369280817
semantic,66,0.13398788719854082,0.21597879790686472
semantic,67,0.1335951753987791,0.216320694734213
semantic,68,0.13335234428305556,0.21635513128137548
semantic,69,0.1329582286596287,0.21647213530154366
semantic,70,0.13269154435117037,0.21651648972437873
semantic,71,0.132450142043562,0.21649108626402608
semantic,72,0.1320950172627213,0.2166769148612828
semantic,73,0.13184803396386172,0.21665977744759612
semantic,74,0.13150362995562437,0.2166967656702516
semantic,75,0.1313881670626884,0.21674609594936073
semantic,76,0.13101074746822025,0.21709068666953568
semantic,77,0.13081836258011675,0.21717180613880943
semantic,78,0.13058381216376966,0.2174609226226555
semantic,79,0.13037187391749616,0.21759559992583938
semantic,80,0.13016234953957387,0.21764021974490827
semantic,81,0.13004420662038926,0.21775307071543168
semantic,82,0.12979836825592825,0.21800627854989107
semantic,83,0.12960085343557454,0.2180818558315425
semantic,84,0.12938155320352615,0.21818353975046456
semantic,85,0.12927733936520677,0.21820980769500217
semantic,86,0.1290026685271023,0.21826123126400332
semantic,87,0.12888283100005254,0.21845369753910435
semantic,88,0.12877912978976888,0.21836601522183202
semantic,89,0.12842608779957806,0.2189200690037525
semantic,90,0.12836398178996086,0.21892877108632422
semantic,91,0.128154706105533,0.21936825030589507
semantic,92,0.1279612233540874,0.21965526754690579
semantic,93,0.12784562304877772,0.21994197511504254
semantic,94,0.12768730542803852,0.2203249352405349
semantic,95,0.12750154880241782,0.22076129292447158
semantic,96,0.12745057531840345,0.22061116580404821
semantic,97,0.12724010738049596,0.22074576519329175
semantic,98,0.12705805649746157,0.22108001507052968
semantic,99,0.12687035312328018,0.22118660439121446
semantic,100,0.12675239987156686,0.22136471940359437
